Index,PositionType,PositionStatus,CareerTrack,Nationality,EducationLevel,Branch,PositionLevel,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Task9,Task10,Task11,Task12,Task13,Task14,Task15,Task16,Task17,Task18,Task19,Task20,Task21,Task22,Task23,Workload1,Workload2,Workload3,Workload4,PerformerCategory
7940,TypeB,StatusA,TrackA,local,LevelB,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
8031,TypeB,StatusA,TrackA,local,LevelB,BranchF,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
8046,TypeB,StatusA,TrackA,local,LevelB,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
8079,TypeB,StatusA,TrackA,local,LevelB,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
8091,TypeB,StatusA,TrackA,local,LevelB,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
8123,TypeB,StatusA,TrackA,local,LevelB,BranchF,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
8188,TypeB,StatusA,TrackA,local,LevelB,BranchG,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
8195,TypeB,StatusA,TrackA,local,LevelB,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
8977,TypeB,StatusA,TrackA,local,LevelB,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9075,TypeB,StatusA,TrackA,local,LevelB,BranchA,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9147,TypeB,StatusA,TrackA,local,LevelB,,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9158,TypeB,StatusA,TrackA,local,LevelB,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9218,TypeB,StatusA,TrackA,local,LevelB,BranchG,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9228,TypeB,StatusA,TrackA,local,LevelB,BranchF,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9250,TypeB,StatusA,TrackA,local,LevelB,BranchA,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9258,TypeB,StatusA,TrackA,local,LevelB,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9276,TypeB,StatusA,TrackA,local,LevelB,BranchF,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9280,TypeB,StatusA,TrackA,local,LevelB,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9363,TypeB,StatusD,TrackA,local,LevelB,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9521,TypeB,StatusD,TrackA,local,LevelB,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9533,TypeB,StatusD,TrackA,local,LevelB,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9605,TypeB,StatusD,TrackA,local,LevelB,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9606,TypeB,StatusD,TrackA,local,LevelB,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9770,TypeB,StatusD,TrackA,local,LevelB,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9774,TypeB,StatusD,TrackA,local,LevelB,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9775,TypeB,StatusD,TrackA,local,LevelB,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9840,TypeB,StatusD,TrackA,local,LevelB,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9327,TypeB,StatusD,TrackA,Foreigner,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9340,TypeB,StatusD,TrackA,Foreigner,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9352,TypeB,StatusD,TrackA,Foreigner,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9373,TypeB,StatusD,TrackA,Foreigner,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9392,TypeB,StatusD,TrackA,Foreigner,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9403,TypeB,StatusD,TrackA,Foreigner,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9406,TypeB,StatusD,TrackA,Foreigner,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9425,TypeB,StatusD,TrackA,Foreigner,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9514,TypeB,StatusD,TrackA,Foreigner,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9516,TypeB,StatusD,TrackA,Foreigner,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9562,TypeB,StatusD,TrackA,Foreigner,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9627,TypeB,StatusD,TrackA,Foreigner,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9784,TypeB,StatusD,TrackA,Foreigner,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9816,TypeB,StatusD,TrackA,Foreigner,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9819,TypeB,StatusD,TrackA,Foreigner,No Data,BranchB,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9852,TypeB,StatusD,TrackA,Foreigner,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9906,TypeB,StatusD,TrackA,Foreigner,No Data,BranchB,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9308,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9309,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9312,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9314,TypeB,StatusD,TrackA,local,No Data,BranchI,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9320,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9324,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9326,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9329,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9331,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9335,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9337,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9338,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9347,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9348,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9349,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9355,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9356,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9365,TypeB,StatusD,TrackA,local,No Data,BranchG,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9366,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9367,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9369,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9371,TypeB,StatusD,TrackA,local,No Data,BranchB,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9372,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9378,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9379,TypeB,StatusD,TrackA,local,No Data,BranchI,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9385,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9386,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9390,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9393,TypeB,StatusD,TrackA,local,No Data,BranchI,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9394,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9398,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9399,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9402,TypeB,StatusD,TrackA,local,No Data,BranchI,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9404,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9405,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9412,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9413,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9416,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9419,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9422,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9427,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9448,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9449,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9450,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9451,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9454,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9458,TypeB,StatusD,TrackA,local,No Data,BranchI,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9459,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9460,TypeB,StatusD,TrackA,local,No Data,BranchI,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9461,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9467,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9470,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9471,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9477,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9478,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9482,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9484,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9486,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9489,TypeB,StatusD,TrackA,local,No Data,BranchI,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9490,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9492,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9493,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9501,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9502,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9507,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9508,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9510,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9513,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9517,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9518,TypeB,StatusD,TrackA,local,No Data,BranchI,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9534,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9537,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9539,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9541,TypeB,StatusD,TrackA,local,No Data,BranchI,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9542,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9546,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9549,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9550,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9552,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9553,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9554,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9556,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9557,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9566,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9567,TypeB,StatusD,TrackA,local,No Data,,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9570,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9572,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9574,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9575,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9577,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9578,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9579,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9582,TypeB,StatusD,TrackA,local,No Data,BranchH,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9584,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9588,TypeB,StatusD,TrackA,local,No Data,BranchJ,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9589,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9608,TypeB,StatusD,TrackA,local,No Data,BranchI,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9611,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9612,TypeB,StatusD,TrackA,local,No Data,BranchD,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
9615,TypeB,StatusD,TrackA,local,No Data,BranchE,LevelD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LowPerformer
